0.000000 30.000000 
0.735065 29.921694 
1.470131 29.880168 
2.205196 29.862059 
2.940262 29.849085 
3.675327 29.837793 
4.410392 29.827427 
5.145458 29.817777 
5.880523 29.808727 
6.615588 29.800176 
7.350654 29.792043 
8.085719 29.784259 
8.820785 29.776775 
9.555850 29.769553 
10.290915 29.762564 
11.025981 29.755786 
11.761046 29.749200 
12.496111 29.742789 
13.231177 29.736541 
13.966242 29.730443 
14.701308 29.724485 
15.436373 29.718657 
16.171438 29.712949 
16.906504 29.707356 
17.641569 29.701870 
18.376634 29.696485 
19.111700 29.691195 
19.846765 29.685996 
20.581831 29.680883 
21.316896 29.675851 
22.051961 29.670897 
22.787027 29.666017 
23.522092 29.661208 
24.257158 29.656467 
24.992223 29.651791 
25.727288 29.647178 
26.462354 29.642624 
27.197419 29.638129 
27.932484 29.633688 
28.667550 29.629301 
29.402615 29.624966 
30.137681 29.620681 
30.872746 29.616443 
31.607811 29.612253 
32.342877 29.608107 
33.077942 29.604005 
33.813007 29.599945 
34.548073 29.595926 
35.283138 29.591946 
36.018204 29.588006 
36.753269 29.584103 
37.488334 29.580236 
38.223400 29.576405 
38.958465 29.572608 
39.693530 29.568845 
40.428596 29.565114 
41.163661 29.561415 
41.898727 29.557748 
42.633792 29.554110 
43.368857 29.550503 
44.103923 29.546924 
44.838988 29.543373 
45.574054 29.539850 
46.309119 29.536353 
47.044184 29.532883 
47.779250 29.529439 
48.514315 29.526020 
49.249380 29.522625 
49.984446 29.519254 
50.719511 29.515907 
51.454577 29.512584 
52.189642 29.509282 
52.924707 29.506003 
53.659773 29.502746 
54.394838 29.499510 
55.129903 29.496294 
55.864969 29.493100 
56.600034 29.489925 
57.335100 29.486770 
58.070165 29.483635 
58.805230 29.480518 
59.540296 29.477420 
60.275361 29.474341 
61.010426 29.471279 
61.745492 29.468235 
62.480557 29.465209 
63.215623 29.462200 
63.950688 29.459207 
64.685753 29.456232 
65.420819 29.453272 
66.155884 29.450328 
66.890950 29.447401 
67.626015 29.444488 
68.361080 29.441591 
69.096146 29.438709 
69.831211 29.435842 
70.566276 29.432989 
71.301342 29.430151 
72.036407 29.427327 
72.771473 29.424516 
73.506538 29.421720 
74.241603 29.418937 
74.976669 29.416167 
75.711734 29.413411 
76.446799 29.410667 
77.181865 29.407936 
77.916930 29.405218 
78.651996 29.402512 
79.387061 29.399819 
80.122126 29.397137 
80.857192 29.394468 
81.592257 29.391810 
82.327323 29.389164 
83.062388 29.386529 
83.797453 29.383906 
84.532519 29.381294 
85.267584 29.378692 
86.002649 29.376102 
86.737715 29.373523 
87.472780 29.370954 
88.207846 29.368395 
88.942911 29.365847 
89.677976 29.363310 
90.413042 29.360782 
91.148107 29.358264 
91.883172 29.355756 
92.618238 29.353258 
93.353303 29.350770 
94.088369 29.348291 
94.823434 29.345822 
95.558499 29.343362 
96.293565 29.340911 
97.028630 29.338469 
97.763695 29.336036 
98.498761 29.333613 
99.233826 29.331198 
99.968892 29.328791 
100.703957 29.326394 
101.439022 29.324005 
102.174088 29.321624 
102.909153 29.319252 
103.644219 29.316888 
104.379284 29.314532 
105.114349 29.312184 
105.849415 29.309844 
106.584480 29.307513 
107.319545 29.305189 
108.054611 29.302872 
108.789676 29.300564 
109.524742 29.298263 
110.259807 29.295970 
110.994872 29.293684 
111.729938 29.291406 
112.465003 29.289134 
113.200068 29.286871 
113.935134 29.284614 
114.670199 29.282364 
115.405265 29.280122 
116.140330 29.277886 
116.875395 29.275658 
117.610461 29.273436 
118.345526 29.271221 
119.080591 29.269013 
119.815657 29.266811 
120.550722 29.264616 
121.285788 29.262428 
122.020853 29.260246 
122.755918 29.258071 
123.490984 29.255902 
124.226049 29.253739 
124.961115 29.251582 
125.696180 29.249432 
126.431245 29.247288 
127.166311 29.245150 
127.901376 29.243018 
128.636441 29.240892 
129.371507 29.238772 
130.106572 29.236658 
130.841638 29.234550 
131.576703 29.232447 
132.311768 29.230350 
133.046834 29.228259 
133.781899 29.226174 
134.516964 29.224094 
135.252030 29.222020 
135.987095 29.219952 
136.722161 29.217889 
137.457226 29.215831 
138.192291 29.213779 
138.927357 29.211732 
139.662422 29.209690 
140.397487 29.207654 
141.132553 29.205622 
141.867618 29.203596 
142.602684 29.201576 
143.337749 29.199560 
144.072814 29.197549 
144.807880 29.195544 
145.542945 29.193543 
146.278011 29.191547 
147.013076 29.189557 
147.748141 29.187571 
148.483207 29.185590 
149.218272 29.183613 
149.953337 29.181642 
150.688403 29.179675 
151.423468 29.177713 
152.158534 29.175756 
152.893599 29.173803 
153.628664 29.171855 
154.363730 29.169911 
155.098795 29.167972 
155.833860 29.166038 
156.568926 29.164108 
157.303991 29.162182 
158.039057 29.160261 
158.774122 29.158344 
159.509187 29.156432 
160.244253 29.154524 
160.979318 29.152620 
161.714383 29.150721 
162.449449 29.148825 
163.184514 29.146934 
163.919580 29.145048 
164.654645 29.143165 
165.389710 29.141286 
166.124776 29.139412 
166.859841 29.137542 
167.594907 29.135675 
168.329972 29.133813 
169.065037 29.131955 
169.800103 29.130101 
170.535168 29.128250 
171.270233 29.126404 
172.005299 29.124562 
172.740364 29.122723 
173.475430 29.120889 
174.210495 29.119058 
174.945560 29.117231 
175.680626 29.115408 
176.415691 29.113588 
177.150756 29.111773 
177.885822 29.109961 
178.620887 29.108153 
179.355953 29.106348 
180.091018 29.104547 
180.826083 29.102750 
181.561149 29.100957 
182.296214 29.099167 
183.031279 29.097381 
183.766345 29.095598 
184.501410 29.093819 
185.236476 29.092043 
185.971541 29.090271 
186.706606 29.088503 
187.441672 29.086738 
188.176737 29.084976 
188.911803 29.083218 
189.646868 29.081463 
190.381933 29.079712 
191.116999 29.077964 
191.852064 29.076220 
192.587129 29.074478 
193.322195 29.072741 
194.057260 29.071006 
194.792326 29.069275 
195.527391 29.067547 
196.262456 29.065822 
196.997522 29.064101 
197.732587 29.062383 
198.467652 29.060668 
199.202718 29.058956 
199.937783 29.057248 
200.672849 29.055542 
201.407914 29.053840 
202.142979 29.052141 
202.878045 29.050445 
203.613110 29.048753 
204.348175 29.047063 
205.083241 29.045376 
205.818306 29.043693 
206.553372 29.042013 
207.288437 29.040335 
208.023502 29.038661 
208.758568 29.036990 
209.493633 29.035321 
210.228699 29.033656 
210.963764 29.031993 
211.698829 29.030334 
212.433895 29.028678 
213.168960 29.027024 
213.904025 29.025373 
214.639091 29.023726 
215.374156 29.022081 
216.109222 29.020439 
216.844287 29.018800 
217.579352 29.017164 
218.314418 29.015530 
219.049483 29.013900 
219.784548 29.012272 
220.519614 29.010647 
221.254679 29.009025 
221.989745 29.007406 
222.724810 29.005789 
223.459875 29.004175 
224.194941 29.002564 
224.930006 29.000955 
225.665071 28.999350 
226.400137 28.997747 
227.135202 28.996146 
227.870268 28.994549 
228.605333 28.992954 
229.340398 28.991362 
230.075464 28.989772 
230.810529 28.988185 
231.545595 28.986600 
232.280660 28.985019 
233.015725 28.983439 
233.750791 28.981863 
234.485856 28.980289 
235.220921 28.978717 
235.955987 28.977148 
236.691052 28.975582 
237.426118 28.974018 
238.161183 28.972457 
238.896248 28.970898 
239.631314 28.969341 
240.366379 28.967788 
241.101444 28.966236 
241.836510 28.964687 
242.571575 28.963141 
243.306641 28.961597 
244.041706 28.960055 
244.776771 28.958516 
245.511837 28.956979 
246.246902 28.955445 
246.981968 28.953913 
247.717033 28.952383 
248.452098 28.950856 
249.187164 28.949331 
249.922229 28.947809 
250.657294 28.946289 
251.392360 28.944771 
252.127425 28.943255 
252.862491 28.941742 
253.597556 28.940231 
254.332621 28.938723 
255.067687 28.937216 
255.802752 28.935712 
256.537817 28.934211 
257.272883 28.932711 
258.007948 28.931214 
258.743014 28.929719 
259.478079 28.928226 
260.213144 28.926736 
260.948210 28.925247 
261.683275 28.923761 
262.418340 28.922277 
263.153406 28.920796 
263.888471 28.919316 
264.623537 28.917839 
265.358602 28.916363 
266.093667 28.914890 
266.828733 28.913419 
267.563798 28.911951 
268.298864 28.910484 
269.033929 28.909019 
269.768994 28.907557 
270.504060 28.906096 
271.239125 28.904638 
271.974190 28.903182 
272.709256 28.901728 
273.444321 28.900276 
274.179387 28.898826 
274.914452 28.897378 
275.649517 28.895932 
276.384583 28.894488 
277.119648 28.893047 
277.854713 28.891607 
278.589779 28.890169 
279.324844 28.888733 
280.059910 28.887300 
280.794975 28.885868 
281.530040 28.884438 
282.265106 28.883010 
283.000171 28.881584 
283.735236 28.880160 
284.470302 28.878738 
285.205367 28.877318 
285.940433 28.875900 
286.675498 28.874484 
287.410563 28.873070 
288.145629 28.871658 
288.880694 28.870248 
289.615760 28.868839 
290.350825 28.867432 
291.085890 28.866028 
291.820956 28.864625 
292.556021 28.863224 
293.291086 28.861825 
294.026152 28.860428 
294.761217 28.859032 
295.496283 28.857639 
296.231348 28.856247 
296.966413 28.854858 
297.701479 28.853470 
298.436544 28.852083 
299.171609 28.850699 
299.906675 28.849316 
300.641740 28.847936 
301.376806 28.846557 
302.111871 28.845180 
302.846936 28.843804 
303.582002 28.842431 
304.317067 28.841059 
305.052132 28.839689 
305.787198 28.838320 
306.522263 28.836954 
307.257329 28.835589 
307.992394 28.834226 
308.727459 28.832865 
309.462525 28.831505 
310.197590 28.830147 
310.932656 28.828791 
311.667721 28.827436 
312.402786 28.826084 
313.137852 28.824733 
313.872917 28.823383 
314.607982 28.822035 
315.343048 28.820689 
316.078113 28.819345 
316.813179 28.818002 
317.548244 28.816661 
318.283309 28.815322 
319.018375 28.813984 
319.753440 28.812648 
320.488505 28.811314 
321.223571 28.809981 
321.958636 28.808650 
322.693702 28.807320 
323.428767 28.805992 
324.163832 28.804666 
324.898898 28.803341 
325.633963 28.802018 
326.369028 28.800697 
327.104094 28.799377 
327.839159 28.798058 
328.574225 28.796742 
329.309290 28.795426 
330.044355 28.794113 
330.779421 28.792801 
331.514486 28.791490 
332.249552 28.790181 
332.984617 28.788874 
333.719682 28.787568 
